CHAPTER	NB	STYLE	character	text	branch	SCENE	Character Art	VOICE	effect	BGM	other
11.賭徒 → 賭神	11	DIALOGUE(對話)	老千	從來沒有。			老千				
11.賭徒 → 賭神	12	DIALOGUE(對話)	你	那為什麼叫老千？							
11.賭徒 → 賭神	13	DIALOGUE(對話)	老千	因為他們輸不起。			老千				
11.賭徒 → 賭神	14	MONOLOGUE(獨白)	玩家	他把硬幣立在磚縫上，鬆手。硬幣站著沒有倒。							
11.賭徒 → 賭神	15	DIALOGUE(對話)	你	那不就是作弊。							
11.賭徒 → 賭神	16	DIALOGUE(對話)	老千	這是我讓你看見的。作弊是不讓你看見。			老千				
11.賭徒 → 賭神	17	DIALOGUE(對話)	老千	你要的是贏，還是要贏很多次？			老千				
11.賭徒 → 賭神	18	DIALOGUE(對話)	你	……有差嗎？							
11.賭徒 → 賭神	19	DIALOGUE(對話)	老千	差在你什麼時候收手。			老千				
11.賭徒 → 賭神	20	DIALOGUE(對話)	老千	想贏的人會一直丟。想贏很多次的人，會在某一把明明有利的時候站起來走人。			老千				
11.賭徒 → 賭神	21	DIALOGUE(對話)	你	那不是很虧？							
11.賭徒 → 賭神	22	DIALOGUE(對話)	老千	對。那一把是虧的。			老千				
11.賭徒 → 賭神	23	DIALOGUE(對話)	老千	但你會活到下一場。			老千				
11.賭徒 → 賭神	24	DIALOGUE(對話)	你	那你為什麼還坐在這裡？							
11.賭徒 → 賭神	25	DIALOGUE(對話)	老千	等一個對手。			老千				
11.賭徒 → 賭神	26	DIALOGUE(對話)	你	他還沒來？							
11.賭徒 → 賭神	27	DIALOGUE(對話)	老千	來過了。我贏了。			老千				
11.賭徒 → 賭神	28	DIALOGUE(對話)	你	那你在等什麼？							
11.賭徒 → 賭神	29	MONOLOGUE(獨白)	玩家	他把立著的硬幣收回手裡。							
11.賭徒 → 賭神	30	DIALOGUE(對話)	老千	……我忘記那一把我是不是該收手了。			老千				
11.賭徒 → 賭神	31	BATTLE(戰鬥)	老千	⚔️ 戰鬥：老千　他把一顆骰子推到你面前。「你自己選要用哪顆。剩下的我用。」							必勝(mustWin)
11.賭徒 → 賭神	32	MONOLOGUE(獨白)	玩家	他把骰子收進口袋，沒有讓你看最後的點數。							
11.賭徒 → 賭神	33	DIALOGUE(對話)	老千	可以了。			老千				
11.賭徒 → 賭神	34	DIALOGUE(對話)	你	我贏了嗎？							
11.賭徒 → 賭神	35	DIALOGUE(對話)	老千	你在第三輪明明可以再賭一次，你沒有。			老千				
11.賭徒 → 賭神	36	DIALOGUE(對話)	老千	那時候你就贏了，剩下的只是在數錢。			老千				
11.賭徒 → 賭神	37	MONOLOGUE(獨白)	玩家	徽章在你掌心裡轉了半圈——你確定你沒有動它。							
11.賭徒 → 賭神	38	MONOLOGUE(獨白)	玩家	它變形的過程你看得很清楚，但每次眨眼它都停在不同的階段。							
11.賭徒 → 賭神	39	TRANSFER(轉職)		✨ 徽章進化：它靜下來的時候，你不確定它到底是幾面的。							換發：job_dicegod_t2_v1　消耗一轉徽章＋變更登記費
11.賭徒 → 賭神	40	DIALOGUE(對話)	老千	拿好。以後你會很想一直丟。記得什麼時候該站起來。			老千				
11.賭徒 → 賭神	41	MONOLOGUE(獨白)	玩家	後巷裡只剩下菸味。磚縫上沒有硬幣。							
11.賭徒 → 賭神	42	MONOLOGUE(獨白)	玩家	『職業變更已登錄。變更登記費已自動結算。』							
11.賭徒 → 賭神	43	DIALOGUE(對話)	每位引路人被問到「你為什麼在這裡」時，都會給出一個**指向別人、但自己已經忘記**的答案				每位引路人被問到「你為什麼在這裡」時，都會給出一個**指向別人、但自己已經忘記**的答案				
